OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),UsageType
26139,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1980,1.0,3,30408,0,30408,"Bank Branch, Parking",Bank Branch,5408.0,,1440554.25,0.0,1440554.0,0.0,Multi_usage
26146,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1920,1.0,3,30109,0,30109,"Office, Parking",Office,7200.0,,1465795.75,0.0,949635.0,516161.0,Multi_usage
26150,2016,SPS-District K-12,K-12 School,SOUTHWEST,1964,1.0,2,39929,0,39929,K-12 School,K-12 School,,,1813718.0,0.0,1065111.0,748607.0,Mono_usage
26154,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1960,1.0,2,25481,0,25481,Office,Office,,,917100.3125,0.0,219291.0,697809.0,Mono_usage
26157,2016,NonResidential,Senior Care Community,SOUTHEAST,1967,1.0,1,141297,0,141297,Senior Care Community,Senior Care Community,,,19423344.0,0.0,6797882.0,12625460.0,Mono_usage
26183,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1912,1.0,2,27788,0,27788,"Office, Other - Restaurant/Bar",Office,4874.0,,2119806.25,0.0,1659964.0,459842.0,Multi_usage
26218,2016,NonResidential,Hotel,NORTHWEST,1990,1.0,4,41704,8584,33120,Hotel,Hotel,,,1943899.25,0.0,969192.0,974707.0,Mono_usage
26235,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1941,1.0,2,22324,0,22324,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,588856.125,0.0,193898.0,394958.0,Mono_usage
26236,2016,NonResidential,Other,GREATER_DUWAMISH,1946,1.0,2,31360,0,31360,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,,1725108.25,0.0,1126394.0,598714.0,Mono_usage
26237,2016,NonResidential,Mixed Use Property,GREATER_DUWAMISH,1947,1.0,1,30496,0,30496,"Manufacturing/Industrial Plant, Office, Retail Store",Retail Store,10272.0,8012.0,1992158.25,0.0,1295854.0,696304.0,Multi_usage
26254,2016,NonResidential,Small- and Mid-Sized Office,EAST,1922,1.0,3,27600,0,27600,"Office, Retail Store",Office,9175.0,,1072151.375,0.0,961739.0,110412.0,Multi_usage
26289,2016,NonResidential,Senior Care Community,NORTHWEST,1961,1.0,2,55974,0,55974,Senior Care Community,Senior Care Community,,,6135173.0,0.0,2657803.0,3477370.0,Mono_usage
26319,2016,SPS-District K-12,K-12 School,GREATER_DUWAMISH,1971,1.0,2,52901,0,52901,K-12 School,K-12 School,,,2240342.0,0.0,1273997.0,966345.0,Mono_usage
26324,2016,NonResidential,Senior Care Community,NORTH,1954,1.0,1,22583,0,22583,Senior Care Community,Senior Care Community,,,1981360.0,0.0,743706.0,1237654.0,Mono_usage
26331,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1997,0.0,3,31686,7358,24328,"Food Service, Library, Office, Parking",Office,6750.0,3743.0,2305643.5,0.0,2305643.0,0.0,Multi_usage
26348,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1981,1.0,3,26694,6034,20660,"Office, Parking",Office,4720.0,,720170.6875,0.0,720171.0,0.0,Multi_usage
26359,2016,NonResidential,Warehouse,NORTHWEST,1972,1.0,1,29400,0,29400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,227509.5,0.0,227509.0,0.0,Mono_usage
26379,2016,NonResidential,Hotel,GREATER_DUWAMISH,1992,1.0,3,22452,0,22452,Hotel,Hotel,,,1244150.0,0.0,524385.0,719765.0,Mono_usage
26392,2016,NonResidential,Other,NORTHEAST,1912,1.0,2,25767,0,25767,Bank Branch,Bank Branch,,,1581352.75,0.0,1581352.0,0.0,Mono_usage
26393,2016,NonResidential,Retail Store,NORTHEAST,1953,1.0,4,33910,0,33910,"Office, Retail Store",Retail Store,14462.0,,1822834.25,0.0,1270124.0,552710.0,Multi_usage
26396,2016,NonResidential,Worship Facility,NORTHEAST,1927,1.0,2,78401,0,78401,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,9940.0,4960.0,2462408.25,0.0,939974.0,1522434.0,Multi_usage
26460,2016,NonResidential,Warehouse,LAKE_UNION,1979,1.0,2,78716,0,78716,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,29399.0,6278.0,4103800.75,0.0,3680806.0,422994.0,Multi_usage
26465,2016,NonResidential,K-12 School,LAKE_UNION,1910,1.0,2,33300,0,33300,K-12 School,K-12 School,,,1594733.625,0.0,335907.0,1258827.0,Mono_usage
26473,2016,NonResidential,Supermarket / Grocery Store,LAKE_UNION,1957,1.0,1,28808,0,28808,Supermarket/Grocery Store,Supermarket/Grocery Store,,,9232576.0,0.0,5713530.0,3519045.0,Mono_usage
26528,2016,NonResidential,Small- and Mid-Sized Office,NORTHEAST,1957,1.0,1,27966,7004,20962,"Office, Parking",Office,7004.0,,1100499.75,0.0,1100500.0,0.0,Multi_usage
26529,2016,NonResidential,Supermarket / Grocery Store,NORTHEAST,1950,1.0,1,26226,0,26226,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,0.0,,7588060.5,0.0,5349470.0,2238590.0,Multi_usage
26535,2016,NonResidential,Mixed Use Property,NORTHEAST,1976,1.0,2,34948,15755,19193,"Bank Branch, Parking",Bank Branch,19183.0,,1159807.125,0.0,1159807.0,0.0,Multi_usage
26587,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1998,1.0,3,37639,9999,27640,"Laboratory, Office",Office,7557.0,,6197824.5,0.0,6197824.0,0.0,Multi_usage
26593,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,4,22840,0,22840,"Office, Other",Office,4440.0,,881386.1875,0.0,881386.0,0.0,Multi_usage
26594,2016,NonResidential,Other,DOWNTOWN,1900,1.0,1,21420,0,21420,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,5000.0,2000.0,810636.875,0.0,722467.0,88170.0,Multi_usage
26596,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,1,20880,0,20880,Office,Office,,,683274.0,0.0,683274.0,0.0,Mono_usage
26600,2016,NonResidential,Mixed Use Property,DOWNTOWN,1966,1.0,3,26000,0,26000,"Office, Other - Entertainment/Public Assembly",Office,13000.0,,1063035.875,0.0,820061.0,242975.0,Multi_usage
26601,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,3,38675,0,38675,"Office, Restaurant",Office,4281.0,,1938776.75,0.0,1280095.0,658682.0,Multi_usage
26602,2016,Nonresidential COS,Small- and Mid-Sized Office,DOWNTOWN,1929,1.0,4,49951,0,49951,"Office, Other",Office,24035.0,,5134446.0,382080.0,2092919.0,2659447.0,Multi_usage
26611,2016,NonResidential,Medical Office,SOUTHEAST,2010,1.0,2,25880,0,25880,Medical Office,Medical Office,,,1941728.75,0.0,1805820.0,135908.0,Mono_usage
26657,2016,NonResidential,Worship Facility,NORTHEAST,1927,1.0,3,41013,0,41013,"Office, Worship Facility",Worship Facility,2310.0,,1080821.0,0.0,432910.0,647911.0,Multi_usage
26667,2016,NonResidential,Other,NORTHEAST,2004,1.0,2,21075,0,21075,"Office, Social/Meeting Hall",Social/Meeting Hall,3000.0,,1581036.75,0.0,652060.0,928977.0,Multi_usage
26670,2016,NonResidential,Worship Facility,NORTHEAST,1950,1.0,3,46485,0,46485,Worship Facility,Worship Facility,,,1544995.75,0.0,759192.0,785803.0,Mono_usage
26681,2016,NonResidential,Small- and Mid-Sized Office,NORTHWEST,1965,1.0,4,56896,0,56896,"Office, Parking",Office,16128.0,,1402048.5,0.0,997123.0,404925.0,Multi_usage
26695,2016,NonResidential,Worship Facility,NORTHWEST,1978,1.0,2,27500,0,27500,Worship Facility,Worship Facility,,,577123.125,0.0,343669.0,233454.0,Mono_usage
26705,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1930,1.0,2,36630,0,36630,"Distribution Center, Office",Office,11000.0,,541943.3125,0.0,541943.0,0.0,Multi_usage
26706,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,0.0,3,26830,0,26830,"Office, Other",Office,10000.0,,2099386.75,0.0,1095970.0,1003417.0,Multi_usage
26708,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,5,41920,0,41920,Office,Office,,,1103594.75,0.0,1103595.0,0.0,Mono_usage
26710,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1905,1.0,5,36879,0,36879,Office,Office,,,1537570.25,0.0,1186017.0,351553.0,Mono_usage
26711,2016,NonResidential,Other,DOWNTOWN,1904,1.0,6,29820,0,29820,Other - Lodging/Residential,Other - Lodging/Residential,,,1601955.625,0.0,1069795.0,532160.0,Mono_usage
26719,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1905,0.0,2,33640,0,33640,Office,Office,,,1078535.75,0.0,1078536.0,0.0,Mono_usage
26720,2016,NonResidential,Warehouse,DOWNTOWN,1906,1.0,4,43484,0,43484,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,9531.0,7537.0,1567040.75,0.0,1567041.0,0.0,Multi_usage
26726,2016,NonResidential,Mixed Use Property,DOWNTOWN,1900,1.0,3,22480,0,22480,"Office, Other, Retail Store",Office,10800.0,7200.0,981009.125,0.0,981009.0,0.0,Multi_usage
26728,2016,NonResidential,Hotel,DOWNTOWN,1925,1.0,4,33018,0,33018,"Hotel, Retail Store",Hotel,6165.0,,4857581.5,0.0,1827547.0,3030034.0,Multi_usage
26731,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1970,1.0,2,26510,0,26510,Office,Office,,,987063.6875,0.0,893799.0,93265.0,Mono_usage
26759,2016,NonResidential,Warehouse,LAKE_UNION,1938,1.0,1,40028,0,40028,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,10208.0,6200.0,942415.1875,0.0,938199.0,4216.0,Multi_usage
26761,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,2007,1.0,3,44510,18228,26282,"Office, Parking",Office,18228.0,,2188051.25,0.0,2188051.0,0.0,Multi_usage
26773,2016,NonResidential,Worship Facility,NORTH,1954,1.0,1,21624,0,21624,Worship Facility,Worship Facility,,,666687.5,0.0,313117.0,353571.0,Mono_usage
26808,2016,SPS-District K-12,K-12 School,NORTHWEST,1970,1.0,1,42239,0,42239,K-12 School,K-12 School,,,2145603.5,0.0,894324.0,1251280.0,Mono_usage
26821,2016,SPS-District K-12,K-12 School,NORTHWEST,1925,1.0,3,51360,0,51360,K-12 School,K-12 School,,,1403094.75,0.0,960186.0,442909.0,Mono_usage
26833,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1993,0.0,3,21600,0,21600,"Office, Restaurant",Office,10000.0,,1539176.625,0.0,1069041.0,470135.0,Multi_usage
26838,2016,NonResidential,Hotel,DOWNTOWN,1910,1.0,5,40552,0,40552,Hotel,Hotel,,,1200180.875,0.0,227435.0,972746.0,Mono_usage
26847,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1909,1.0,3,31432,0,31432,"Multifamily Housing, Office, Other",Office,7125.0,1248.0,1439572.375,0.0,1439572.0,0.0,Multi_usage
26849,2016,NonResidential,Retail Store,DOWNTOWN,1917,1.0,2,24550,0,24550,"Office, Retail Store",Retail Store,11050.0,,977230.3125,0.0,90201.0,114794.0,Multi_usage
26870,2016,SPS-District K-12,K-12 School,LAKE_UNION,2000,1.0,2,61052,0,61052,K-12 School,K-12 School,,,2366929.5,0.0,1688937.0,677992.0,Mono_usage
26883,2016,NonResidential,Other,CENTRAL,1908,1.0,3,25864,0,25864,"Office, Social/Meeting Hall",Social/Meeting Hall,8420.0,,1028277.313,0.0,433559.0,594718.0,Multi_usage
26905,2016,NonResidential,Other,NORTHEAST,1924,1.0,3,20686,0,20686,Other - Lodging/Residential,Other - Lodging/Residential,,,1207504.0,0.0,464268.0,743236.0,Mono_usage
26906,2016,NonResidential,Residence Hall,NORTHEAST,1929,1.0,3,22124,0,22124,Residence Hall/Dormitory,Residence Hall/Dormitory,,,637685.0,0.0,637685.0,0.0,Mono_usage
26909,2016,NonResidential,Residence Hall,NORTHEAST,1926,1.0,3,27487,0,27487,Residence Hall/Dormitory,Residence Hall/Dormitory,,,1594504.875,0.0,406046.0,1188459.0,Mono_usage
26911,2016,NonResidential,Residence Hall,NORTHEAST,1926,1.0,4,23616,0,23616,Residence Hall/Dormitory,Residence Hall/Dormitory,,,1656420.25,0.0,743927.0,912493.0,Mono_usage
26922,2016,NonResidential,Residence Hall,NORTHEAST,1976,1.0,3,33448,0,33448,Residence Hall/Dormitory,Residence Hall/Dormitory,,,998633.5,0.0,998633.0,0.0,Mono_usage
26924,2016,Nonresidential COS,Mixed Use Property,EAST,2005,0.0,2,29508,7120,22388,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,8183.0,6569.0,2217620.0,0.0,791940.0,1425680.0,Multi_usage
26930,2016,NonResidential,Senior Care Community,CENTRAL,1987,1.0,2,74840,0,74840,Senior Care Community,Senior Care Community,,,8268496.5,0.0,4111042.0,4157454.0,Mono_usage
26933,2016,Nonresidential COS,Other,CENTRAL,1913,1.0,3,20992,0,20992,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,4625.0,1665.0,2473302.0,0.0,576892.0,1896410.0,Multi_usage
26939,2016,NonResidential,K-12 School,CENTRAL,1925,1.0,2,22344,0,22344,K-12 School,K-12 School,,,1522596.75,0.0,555586.0,967011.0,Mono_usage
26956,2016,NonResidential,University,EAST,1921,1.0,3,31900,0,31900,College/University,College/University,,,2466100.0,0.0,753713.0,1712387.0,Mono_usage
26961,2016,Nonresidential COS,Other,BALLARD,1950,1.0,2,29417,0,29417,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,8946.0,1445.0,1631479.125,0.0,658940.0,972539.0,Multi_usage
26986,2016,NonResidential,Supermarket / Grocery Store,SOUTHWEST,1997,1.0,1,31841,0,31841,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,942.0,,13140574.0,0.0,6365315.0,6775259.0,Multi_usage
26994,2016,NonResidential,Mixed Use Property,EAST,1988,1.0,2,21036,0,21036,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,8164.0,7280.0,2735811.5,0.0,1450920.0,1284891.0,Multi_usage
26997,2016,NonResidential,Mixed Use Property,NORTHEAST,1999,1.0,2,32928,0,32928,"Office, Other, Parking, Retail Store",Parking,16710.0,16128.0,5652231.0,0.0,5652230.0,0.0,Multi_usage
27008,2016,SPS-District K-12,K-12 School,NORTHEAST,1928,1.0,2,54943,0,54943,K-12 School,K-12 School,,,2155390.25,0.0,665637.0,1489754.0,Mono_usage
27013,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1960,1.0,1,44476,0,44476,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1368120.5,0.0,931104.0,437016.0,Mono_usage
27016,2016,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1969,1.0,1,35017,0,35017,"Non-Refrigerated Warehouse, Office, Parking",Office,10234.0,0.0,1295485.25,0.0,904631.0,390854.0,Multi_usage
27020,2016,NonResidential,Residence Hall,NORTHEAST,1950,1.0,3,29084,0,29084,Residence Hall/Dormitory,Residence Hall/Dormitory,,,1632498.625,0.0,560665.0,1071834.0,Mono_usage
27080,2016,NonResidential,Worship Facility,SOUTHEAST,1963,1.0,2,22952,0,22952,"Parking, Worship Facility",Worship Facility,0.0,,470666.6875,0.0,123878.0,346789.0,Multi_usage
27117,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1976,1.0,1,21040,0,21040,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,592088.125,0.0,266815.0,325273.0,Mono_usage
27122,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1951,1.0,2,28032,0,28032,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1321065.0,0.0,510536.0,810529.0,Mono_usage
27131,2016,NonResidential,Distribution Center,GREATER_DUWAMISH,1974,1.0,1,25620,0,25620,Distribution Center,Distribution Center,,,550324.1875,0.0,189949.0,360375.0,Mono_usage
27141,2016,NonResidential,Warehouse,DOWNTOWN,1992,1.0,3,33238,0,33238,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1632472.0,0.0,1632472.0,0.0,Mono_usage
27142,2016,NonResidential,K-12 School,EAST,1912,1.0,4,27800,0,27800,K-12 School,K-12 School,,,1181428.75,0.0,528460.0,652969.0,Mono_usage
27145,2016,NonResidential,Large Office,DOWNTOWN,2000,1.0,6,706176,0,706176,"Bank Branch, Office, Parking",Office,78049.0,5171.0,13270687.0,0.0,13270685.0,0.0,Multi_usage
27162,2016,NonResidential,Supermarket / Grocery Store,SOUTHWEST,1998,1.0,1,33706,0,33706,Supermarket/Grocery Store,Supermarket/Grocery Store,,,8687690.0,0.0,5528496.0,3159194.0,Mono_usage
27184,2016,NonResidential,Mixed Use Property,MAGNOLIA_QUEENANNE,1961,1.0,2,37600,0,37600,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,16200.0,3000.0,2171751.5,0.0,472249.0,1699502.0,Multi_usage
27205,2016,SPS-District K-12,K-12 School,NORTHWEST,1954,1.0,1,42128,0,42128,K-12 School,K-12 School,,,1709307.5,0.0,893537.0,815770.0,Mono_usage
27231,2016,SPS-District K-12,K-12 School,BALLARD,1932,1.0,2,44753,0,44753,K-12 School,K-12 School,,,1638691.625,0.0,558868.0,1079824.0,Mono_usage
27244,2016,NonResidential,Other,EAST,1912,1.0,3,33708,0,33708,Other,Other,,,786324.0,166488.4063,567086.0,52750.0,Mono_usage
27303,2016,NonResidential,Other,NORTH,1948,1.0,2,47237,0,47237,Other,Other,,,5981430.0,0.0,5981430.0,0.0,Mono_usage
27365,2016,SPS-District K-12,K-12 School,BALLARD,1989,1.0,2,57298,0,57298,K-12 School,K-12 School,,,1586388.75,0.0,1586389.0,0.0,Mono_usage
27378,2016,NonResidential,Supermarket / Grocery Store,NORTHEAST,1997,1.0,1,76585,38585,38000,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,0.0,,13906080.0,0.0,8112028.0,5794050.0,Multi_usage
27381,2016,NonResidential,Worship Facility,NORTHEAST,1938,1.0,3,26373,0,26373,Worship Facility,Worship Facility,,,964236.0,0.0,282478.0,681758.0,Mono_usage
27389,2016,NonResidential,Small- and Mid-Sized Office,CENTRAL,1956,6.0,2,75868,0,75868,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,12622.0,6662.0,3605749.75,0.0,3605750.0,0.0,Multi_usage
27406,2016,NonResidential,Mixed Use Property,EAST,1947,1.0,2,21656,0,21656,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Other - Entertainment/Public Assembly,5561.0,5090.0,1607972.25,0.0,726238.0,881734.0,Multi_usage
27455,2016,Nonresidential COS,Distribution Center,MAGNOLIA_QUEENANNE,1921,1.0,3,23040,0,23040,Distribution Center,Distribution Center,,,421430.0,0.0,421430.0,0.0,Mono_usage
27456,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1956,1.0,2,36771,0,36771,Other,Other,,,5447076.5,0.0,5447076.0,0.0,Mono_usage
27482,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1977,1.0,1,24024,0,24024,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,9710.0,,375773.5938,0.0,375773.0,0.0,Multi_usage
27488,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1953,1.0,1,42420,0,42420,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,10000.0,5000.0,965425.1875,0.0,474320.0,491105.0,Multi_usage
27494,2016,NonResidential,Distribution Center,GREATER_DUWAMISH,1979,1.0,1,36982,0,36982,"Distribution Center, Office",Distribution Center,2600.0,,374753.8125,0.0,282354.0,92400.0,Multi_usage
27504,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1964,1.0,2,23400,0,23400,"Non-Refrigerated Warehouse, Office, Parking",Non-Refrigerated Warehouse,3374.0,0.0,439266.9063,0.0,439267.0,0.0,Multi_usage
27532,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1948,1.0,2,30720,0,30720,"Office, Other, Parking",Other,1600.0,1000.0,1683064.25,0.0,482047.0,1201017.0,Multi_usage
27553,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1972,1.0,1,23232,0,23232,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,127374.0,0.0,127374.0,0.0,Mono_usage
27554,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1974,1.0,1,35046,0,35046,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1063269.125,0.0,841364.0,221905.0,Mono_usage
27561,2016,NonResidential,Refrigerated Warehouse,GREATER_DUWAMISH,1961,1.0,1,25577,0,25577,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Refrigerated Warehouse,8228.0,4000.0,895784.6875,0.0,723667.0,172117.0,Multi_usage
27562,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1974,1.0,1,43380,0,43380,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,405062.0,0.0,405062.0,0.0,Mono_usage
27567,2016,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1995,1.0,3,20410,0,20410,Office,Office,,,2720238.25,0.0,1444160.0,1276078.0,Mono_usage
27587,2016,NonResidential,Small- and Mid-Sized Office,NORTHWEST,1983,1.0,3,24696,6300,18396,"Office, Parking",Office,6300.0,,624125.625,0.0,624125.0,0.0,Multi_usage
27597,2016,SPS-District K-12,K-12 School,NORTHWEST,1956,1.0,1,45174,0,45174,K-12 School,K-12 School,,,1980825.25,0.0,786971.0,1193854.0,Mono_usage
27598,2016,NonResidential,Worship Facility,NORTHWEST,2002,1.0,1,24955,0,24955,Worship Facility,Worship Facility,,,689803.0,0.0,320006.0,369797.0,Mono_usage
27668,2016,NonResidential,Other,CENTRAL,1991,1.0,3,34074,0,34074,Other/Specialty Hospital,Other/Specialty Hospital,,,8521989.0,0.0,3603789.0,4918200.0,Mono_usage
27673,2016,NonResidential,Hotel,DOWNTOWN,2006,0.0,10,392552,22225,370327,"Hotel, Parking",Hotel,52400.0,,17457560.0,0.0,10914911.0,6542646.0,Multi_usage
27703,2016,NonResidential,Worship Facility,NORTH,1961,1.0,2,76475,0,76475,"Other - Education, Worship Facility",Worship Facility,31033.0,,1765813.625,0.0,573241.0,1192573.0,Multi_usage
27704,2016,NonResidential,K-12 School,NORTH,1988,1.0,2,32961,0,32961,K-12 School,K-12 School,,,1573155.0,0.0,446659.0,1126496.0,Mono_usage
27721,2016,Nonresidential COS,Other,NORTHWEST,2004,1.0,1,27376,14570,12806,"Library, Parking",Library,0.0,,1082920.125,0.0,668530.0,414390.0,Multi_usage
27799,2016,Campus,K-12 School,CENTRAL,1950,1.0,1,109794,0,109794,K-12 School,K-12 School,,,3296526.25,0.0,1294767.0,2001759.0,Mono_usage
27816,2016,NonResidential,Other,CENTRAL,1911,1.0,3,25200,0,25200,Other - Lodging/Residential,Other - Lodging/Residential,,,1242666.25,0.0,281188.0,961478.0,Mono_usage
27821,2016,NonResidential,Supermarket / Grocery Store,NORTH,1996,1.0,1,44755,0,44755,Supermarket/Grocery Store,Supermarket/Grocery Store,,,11521140.0,0.0,5923610.0,5597529.0,Mono_usage
27825,2016,NonResidential,Other,EAST,1907,1.0,2,22320,0,22320,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",,,209644.9063,0.0,137286.0,72359.0,Mono_usage
27828,2016,NonResidential,Mixed Use Property,EAST,1912,1.0,3,24000,0,24000,"Office, Other, Retail Store",Office,6000.0,6000.0,932083.5,0.0,876004.0,56079.0,Multi_usage
27830,2016,NonResidential,Small- and Mid-Sized Office,EAST,1920,1.0,3,23422,0,23422,Office,Office,,,2701872.0,0.0,334292.0,2367580.0,Mono_usage
27833,2016,NonResidential,Other,EAST,1975,5.0,2,38879,11328,27551,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,,,3371659.75,0.0,3257087.0,114572.0,Mono_usage
27869,2016,NonResidential,Warehouse,EAST,1920,1.0,2,23040,0,23040,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,79711.79688,0.0,72845.0,6867.0,Mono_usage
27874,2016,NonResidential,Warehouse,EAST,1958,1.0,2,61880,0,61880,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,595936.5,0.0,595937.0,0.0,Mono_usage
27882,2016,NonResidential,Small- and Mid-Sized Office,EAST,1925,1.0,2,27938,0,27938,"Office, Retail Store",Office,13188.0,,1027394.313,0.0,1024252.0,3142.0,Multi_usage
27891,2016,NonResidential,Other,NORTHEAST,1924,1.0,2,21600,0,21600,"Other - Services, Retail Store",Other - Services,9650.0,,1623657.0,0.0,1623657.0,0.0,Multi_usage
27892,2016,Nonresidential COS,Other,NORTHEAST,1929,1.0,3,27908,0,27908,Other,Other,,,2028125.625,0.0,964426.0,1063700.0,Mono_usage
27901,2016,Campus,K-12 School,CENTRAL,2000,1.0,2,30562,0,30562,K-12 School,K-12 School,,,1622231.375,0.0,659450.0,962781.0,Mono_usage
27903,2016,NonResidential,Retail Store,DOWNTOWN,2000,1.0,3,54969,0,54969,Retail Store,Retail Store,,,3724098.25,0.0,3434704.0,289394.0,Mono_usage
27922,2016,NonResidential,K-12 School,CENTRAL,1951,1.0,2,36825,0,36825,"K-12 School, Office, Social/Meeting Hall, Worship Facility",K-12 School,10415.0,4925.0,1755072.75,0.0,911763.0,843310.0,Multi_usage
27928,2016,NonResidential,Small- and Mid-Sized Office,EAST,1958,1.0,3,25834,0,25834,Office,Office,,,2076289.625,0.0,1219253.0,857036.0,Mono_usage
27947,2016,NonResidential,Worship Facility,EAST,1929,1.0,1,37700,0,37700,Worship Facility,Worship Facility,,,3481727.5,0.0,751827.0,2729901.0,Mono_usage
27955,2016,SPS-District K-12,K-12 School,EAST,1925,1.0,2,27273,0,27273,K-12 School,K-12 School,,,1258619.125,0.0,436535.0,822084.0,Mono_usage
27982,2016,NonResidential,Small- and Mid-Sized Office,NORTHWEST,1982,1.0,3,25111,0,25111,"Non-Refrigerated Warehouse, Office, Parking",Office,7850.0,0.0,954352.6875,0.0,557279.0,397074.0,Multi_usage
28019,2016,NonResidential,Worship Facility,MAGNOLIA_QUEENANNE,1953,1.0,2,31805,0,31805,Worship Facility,Worship Facility,,,1641667.0,0.0,407379.0,1234288.0,Mono_usage
28020,2016,NonResidential,K-12 School,MAGNOLIA_QUEENANNE,1953,1.0,1,20811,0,20811,K-12 School,K-12 School,,,1267348.5,0.0,505796.0,761553.0,Mono_usage
28025,2016,Nonresidential COS,Warehouse,GREATER_DUWAMISH,1967,1.0,2,22058,0,22058,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,7286.0,,1987334.75,0.0,847726.0,1139608.0,Multi_usage
